Artist,Museum,Gender,Ethnicity,Location,Year
Uri Aran,Dallas Museum of Art,man,,Europe,1980.0
Klaus Arck,Dallas Museum of Art,man,white,Europe,
Arman,Dallas Museum of Art,man,,,1930.0
Boris Artzybasheff,Dallas Museum of Art,man,white,,1900.0
Kenojuak Ashevak,Dallas Museum of Art,woman,,North America,1930.0
Dale Atkinson,Dallas Museum of Art,man,white,Europe,1960.0
Charles Atlas,Dallas Museum of Art,man,white,North America,1960.0
Cassandra Austen,Dallas Museum of Art,woman,white,Europe,1770.0
Richard Avedon,Dallas Museum of Art,man,white,North America,1920.0
Eric Avery,Dallas Museum of Art,man,,North America,
Andisheh Avini,Dallas Museum of Art,man,,North America,1970.0
Ann Sciortino Ayess,Dallas Museum of Art,woman,,North America,
Michael Ayrton,Dallas Museum of Art,man,white,Europe,1920.0
Darren Bader,Dallas Museum of Art,man,white,North America,1980.0
Scott Barber,Dallas Museum of Art,man,white,North America,1960.0
Arthur Leroy Barney,Dallas Museum of Art,man,white,North America,
Daniel Barsotti,Dallas Museum of Art,man,white,North America,1950.0
Jennifer Bartlett,Dallas Museum of Art,woman,white,North America,1940.0
Jacques Baseilhac,Dallas Museum of Art,man,white,Europe,1870.0
"Jules Bastiena?""Lepage",Dallas Museum of Art,man,white,Europe,1850.0
Frank Bauer,Dallas Museum of Art,man,white,Asia and the Pacific,
Francis Bedford,Dallas Museum of Art,man,white,Europe,1820.0
Charlette Begay,Dallas Museum of Art,woman,other,North America,
Virginia Belda,Dallas Museum of Art,woman,hispanic,,
Pietro Bellotti,Dallas Museum of Art,man,white,Europe,1620.0
Thomas Hart Benton,Dallas Museum of Art,man,white,North America,1890.0
Harry S. Berk,Dallas Museum of Art,man,,North America,
Tony Berlant,Dallas Museum of Art,man,white,North America,1940.0
Jake Berthot,Dallas Museum of Art,man,white,North America,1940.0
George Biddle,Dallas Museum of Art,man,white,North America,1880.0
David Bielander,Dallas Museum of Art,man,white,Europe,1970.0
Bilew,Dallas Museum of Art,,,North America,
Isabel Bishop,Dallas Museum of Art,woman,white,North America,1900.0
Ralph Albert Blakelock,Dallas Museum of Art,man,white,North America,1850.0
JA?rgen Bock,Dallas Museum of Art,,white,Europe,
John Bock,Dallas Museum of Art,man,white,Europe,1960.0
Rosalyn Bodycomb,Dallas Museum of Art,woman,,North America,
Alighiero Boetti,Dallas Museum of Art,man,white,Europe,1940.0
Louis LACopold Boilly,Dallas Museum of Art,man,white,Europe,1760.0
Giovanni Bonazza,Dallas Museum of Art,man,white,,1650.0
William Bond,Dallas Museum of Art,man,white,Europe,
Richard Parkes Bonington,Dallas Museum of Art,man,white,Europe,1800.0
"Emilea?""Antoine Bourdelle",Dallas Museum of Art,man,white,Europe,1860.0
Samuel Bourne,Dallas Museum of Art,man,white,Europe,1830.0
Big Bow,Dallas Museum of Art,man,other,North America,1910.0
"James ""Jack"" Boynton",Dallas Museum of Art,man,white,North America,1930.0
Sascha Brastoff,Dallas Museum of Art,man,white,North America,1920.0
Carl Conrad Braun,Dallas Museum of Art,man,,,
Manuel Alvarez Bravo,Dallas Museum of Art,man,hispanic,Latin America and the Caribbean,1900.0
Louise Breslau,Dallas Museum of Art,woman,white,Europe,1860.0
Walter Brind,Dallas Museum of Art,man,,,
William Arthur Bristow,Dallas Museum of Art,man,white,,1940.0
Leslie A. Brown,Dallas Museum of Art,woman,white,North America,1920.0
Christopher Le Brun,Dallas Museum of Art,man,white,Europe,1950.0
Bernard Buffet,Dallas Museum of Art,man,white,Europe,1930.0
Gary Bukovnik,Dallas Museum of Art,man,white,North America,1950.0
Charles E. Burchfield,Dallas Museum of Art,man,white,North America,1890.0
Charles H. Burns,Dallas Museum of Art,man,,North America,
Yosa Buson,Dallas Museum of Art,man,asian,Asia and the Pacific,1720.0
Gaston BussiA?re,Dallas Museum of Art,,white,Europe,1860.0
William Butterfield,Dallas Museum of Art,man,white,Europe,1810.0
Sergio de Camargo,Dallas Museum of Art,man,hispanic,Latin America and the Caribbean,1930.0
Massimo Campigli,Dallas Museum of Art,man,white,Europe,1900.0
Paul Caponigro,Dallas Museum of Art,man,white,North America,1930.0
Lottie H. Card,Dallas Museum of Art,,,North America,
"Steuben Glass Works, Frederick Carder",Dallas Museum of Art,man,white,,1860.0
Agostino Carracci,Dallas Museum of Art,man,white,Europe,1560.0
Karl Casper,Dallas Museum of Art,man,,Europe,
"Mario Bellini, Cassina",Dallas Museum of Art,man,,Europe,1940.0
Giovanni Benedetto Castiglione,Dallas Museum of Art,man,white,Europe,1610.0
Rebecca Cauman,Dallas Museum of Art,woman,white,North America,
Peter Chevalier,Dallas Museum of Art,man,white,Europe,1950.0
Francesco Chiappelli,Dallas Museum of Art,man,white,Europe,1890.0
VA!clav Cigler,Dallas Museum of Art,man,white,Europe,1930.0
Geoffrey Clarke,Dallas Museum of Art,man,white,Europe,1920.0
Francesco Clemente,Dallas Museum of Art,man,white,Europe,1950.0
Carie Clemons,Dallas Museum of Art,woman,,,1900.0
Alice Cling,Dallas Museum of Art,woman,other,North America,1950.0
Haskell Coffin,Dallas Museum of Art,man,white,North America,1880.0
Warrington Colescott,Dallas Museum of Art,man,white,North America,1920.0
W. F. Colley,Dallas Museum of Art,man,white,,
Hannah Collins,Dallas Museum of Art,woman,white,Europe,1960.0
Lowell Daunt Collins,Dallas Museum of Art,man,,North America,1920.0
Carolyn Concho,Dallas Museum of Art,,other,,
Brian Conley,Dallas Museum of Art,man,,North America,
Clyde Connell,Dallas Museum of Art,,white,North America,1900.0
Bruce Gulder Conner,Dallas Museum of Art,man,white,North America,1930.0
Matt Connors,Dallas Museum of Art,,,,
Howard Cook,Dallas Museum of Art,man,white,North America,1900.0
Eileen Cooper,Dallas Museum of Art,woman,white,Europe,1950.0
"Josiah Wedgwood and Sons, Susie Cooper",Dallas Museum of Art,,,,
Gonzalez Coques,Dallas Museum of Art,man,white,Europe,1610.0
Corneille,Dallas Museum of Art,,white,Europe,1920.0
Carlotta M. Corpron,Dallas Museum of Art,woman,white,North America,1900.0
Giovanni Corvaja,Dallas Museum of Art,,white,Europe,1970.0
Gustave Courbet,Dallas Museum of Art,man,white,Europe,1820.0
Dennis Creffield,Dallas Museum of Art,man,white,Europe,1930.0
Fred Cress,Dallas Museum of Art,man,white,,1940.0
Steven Cromwell,Dallas Museum of Art,man,,North America,1940.0
Richard Crossley,Dallas Museum of Art,man,,,
Russell Crotty,Dallas Museum of Art,man,white,North America,1960.0
Robert Cumming,Dallas Museum of Art,man,white,North America,1940.0
Johanna Dahm,Dallas Museum of Art,,,,1950.0
Salvador Dali,Dallas Museum of Art,man,hispanic,Europe,1900.0
Andrew Dasburg,Dallas Museum of Art,man,white,,1890.0
Arthur Bowen Davies,Dallas Museum of Art,man,white,North America,1860.0
Ronald Wendel Davis,Dallas Museum of Art,man,white,North America,1940.0
Mark Dean,Dallas Museum of Art,man,white,North America,1960.0
Barney Delabano,Dallas Museum of Art,man,white,North America,1930.0
EugA?ne Delacroix,Dallas Museum of Art,man,white,Europe,1800.0
Donna Dennis,Dallas Museum of Art,woman,white,North America,1940.0
"Winslow Anderson, Lenox Design Department",Dallas Museum of Art,man,white,,1920.0
"Gaetano Pesce, Fish Design",Dallas Museum of Art,man,white,Europe,1940.0
Alexandre-FranA?ois Desportes,Dallas Museum of Art,man,white,Europe,1660.0
Rudolf Dettmar,Dallas Museum of Art,man,,,
Philip-Lorca DiCorcia,Dallas Museum of Art,man,white,North America,1950.0
Georg Dobler,Dallas Museum of Art,man,white,Europe,1950.0
Burhan Dogancay,Dallas Museum of Art,man,,,1930.0
Joseph Domjan,Dallas Museum of Art,man,,Europe,1910.0
Mary Doyle,Dallas Museum of Art,woman,,North America,1900.0
Karl Drerup,Dallas Museum of Art,man,white,Europe,1900.0
Bruce Duderstadt,Dallas Museum of Art,man,white,North America,1940.0
William Dunlap,Dallas Museum of Art,man,white,North America,1770.0
Virginia Dunn,Dallas Museum of Art,,white,North America,
William Herbert Dunton,Dallas Museum of Art,man,white,North America,1880.0
Briggs Dyer,Dallas Museum of Art,man,,North America,1910.0
Jose Echave,Dallas Museum of Art,man,,,
George Edwards,Dallas Museum of Art,man,white,Europe,1690.0
Melvin Edwards,Dallas Museum of Art,man,black,North America,1940.0
Hakuin Ekaku,Dallas Museum of Art,man,asian,Asia and the Pacific,1690.0
Pieter Bruegel the Elder,Dallas Museum of Art,man,white,Europe,1520.0
Rowena C. Elkin,Dallas Museum of Art,woman,,North America,1920.0
Jeff Elrod,Dallas Museum of Art,man,white,North America,1970.0
Elsa,Dallas Museum of Art,,other,North America,1900.0
Jacob Epstein,Dallas Museum of Art,man,,North America,1880.0
Adrian Esparza,Dallas Museum of Art,man,,North America,1970.0
Allart van Everdingen,Dallas Museum of Art,man,white,Europe,1620.0
Philip Evergood,Dallas Museum of Art,man,white,North America,1900.0
Louie Ewing,Dallas Museum of Art,man,white,North America,1910.0
Merle F. Faber,Dallas Museum of Art,man,white,North America,1890.0
Jorge Ferrari-Hardoy,Dallas Museum of Art,man,white,Latin America and the Caribbean,1910.0
Ernest Fiene,Dallas Museum of Art,man,white,,1890.0
Gerhard Fietz,Dallas Museum of Art,man,white,Europe,1910.0
John Figg,Dallas Museum of Art,man,,,1830.0
Pavel Nikolaevich Filonov,Dallas Museum of Art,man,white,Europe,1880.0
FranA?ois (Franz Joseph) Fleischbein,Dallas Museum of Art,man,white,,
Robbert Flick,Dallas Museum of Art,man,white,Europe,1940.0
Mark Flood,Dallas Museum of Art,man,white,North America,1960.0
John Fulton Folinsbee,Dallas Museum of Art,man,,North America,1890.0
Jean Louis Forain,Dallas Museum of Art,man,white,Europe,1850.0
Ian Fraser,Dallas Museum of Art,man,white,Europe,1930.0
Hans Freese,Dallas Museum of Art,man,white,Europe,
Clemens Friedell,Dallas Museum of Art,man,white,North America,1870.0
Tom Friedman,Dallas Museum of Art,man,white,North America,1960.0
Laura Gachupin,Dallas Museum of Art,woman,,North America,1950.0
Claude Gaillard,Dallas Museum of Art,man,white,Europe,1830.0
Alex Gairdner,Dallas Museum of Art,man,white,Europe,
Glen Allen Galaway,Dallas Museum of Art,man,,North America,
JesAos Guerrero GalvA!n,Dallas Museum of Art,man,hispanic,Latin America and the Caribbean,1910.0
Tim Gardner,Dallas Museum of Art,man,white,North America,1970.0
Michel Garnier,Dallas Museum of Art,man,white,Europe,1750.0
Susanna Gascoigne,Dallas Museum of Art,woman,,,
Harry Geffert,Dallas Museum of Art,man,white,North America,1930.0
Paul Geissler,Dallas Museum of Art,man,white,Europe,1880.0
George Giles,Dallas Museum of Art,man,white,Europe,
Sam Gilliam,Dallas Museum of Art,man,black,North America,1930.0
Luca Giordano,Dallas Museum of Art,man,white,Europe,1630.0
Albert Gleizes,Dallas Museum of Art,man,white,Europe,1880.0
Robert Gober,Dallas Museum of Art,man,white,North America,1950.0
Lloyd Goff,Dallas Museum of Art,man,white,North America,
Frank Gohlke,Dallas Museum of Art,man,white,North America,1940.0
Milton Goldstein,Dallas Museum of Art,man,white,North America,
Ingrid Gossner,Dallas Museum of Art,,,,
Alistair Grant,Dallas Museum of Art,man,white,Europe,1920.0
Frederick Grant,Dallas Museum of Art,man,white,North America,
Xavier Grau,Dallas Museum of Art,man,hispanic,Europe,1950.0
Henry Greenway,Dallas Museum of Art,man,white,Europe,1830.0
John Worthington Gregory,Dallas Museum of Art,man,white,North America,1900.0
Hence Griffith,Dallas Museum of Art,man,white,North America,1940.0
Louis Oscar Griffith,Dallas Museum of Art,man,white,North America,1880.0
Greta Magnusson Grossman,Dallas Museum of Art,woman,white,Europe,1910.0
George Grosz,Dallas Museum of Art,man,white,Europe,1890.0
Charles FranA?ois Prosper GuACrin,Dallas Museum of Art,man,white,Europe,1880.0
Carlo Guaita,Dallas Museum of Art,man,white,Europe,1950.0
Lurelle Guild,Dallas Museum of Art,man,white,North America,1900.0
Jacques Guillon,Dallas Museum of Art,man,,Europe,
Henri Jules Guinier,Dallas Museum of Art,man,white,Europe,1870.0
Nunzio Gulino,Dallas Museum of Art,man,white,Europe,1920.0
Gerald Gulotta,Dallas Museum of Art,man,white,North America,1920.0
Sam Gummelt,Dallas Museum of Art,man,white,North America,1940.0
Sue Ferguson Gussow,Dallas Museum of Art,woman,white,North America,1940.0
Robert Gwathmey,Dallas Museum of Art,man,,North America,1900.0
Charlotte Schwarz Hallet,Dallas Museum of Art,woman,white,North America,1940.0
Edouard Halouze,Dallas Museum of Art,man,white,,
Milton P. Hannah,Dallas Museum of Art,,,North America,1930.0
Chester Harding,Dallas Museum of Art,man,,North America,1790.0
Laurence S. Harris,Dallas Museum of Art,man,,,
Christine Hatt,Dallas Museum of Art,woman,white,Europe,1950.0
Rachel Hecker,Dallas Museum of Art,woman,white,North America,1960.0
"Manfred Wakolbinger, Anna Heindl",Dallas Museum of Art,,,,
Veronica Helfensteller,Dallas Museum of Art,,white,North America,1910.0
Florent Antoine Heller,Dallas Museum of Art,man,white,,1840.0
Paul-CACsar Helleu,Dallas Museum of Art,man,white,,1860.0
Anthony Hernandez,Dallas Museum of Art,man,,North America,1950.0
John Hernandez,Dallas Museum of Art,man,,,1950.0
Eva Hesse,Dallas Museum of Art,woman,white,Europe,1940.0
Otto Hettner,Dallas Museum of Art,man,white,Europe,1880.0
Margarete Heymann-Marks,Dallas Museum of Art,,white,Europe,1900.0
Hilaire Hiler,Dallas Museum of Art,man,white,North America,1900.0
Alexis Hinsberger,Dallas Museum of Art,man,,Europe,1910.0
Adolf Hiremy-Hirschl,Dallas Museum of Art,man,white,Europe,1860.0
Sue Hirst,Dallas Museum of Art,woman,white,,
Nokamura Hochu,Dallas Museum of Art,man,asian,Asia and the Pacific,1790.0
Josef Hoffmann,Dallas Museum of Art,man,white,Europe,1870.0
Sakai Hoitsu,Dallas Museum of Art,man,asian,Asia and the Pacific,1760.0
Tomas Hoke,Dallas Museum of Art,man,white,Europe,1960.0
Wenceslaus Hollar,Dallas Museum of Art,man,white,Europe,1610.0
Roni Horn,Dallas Museum of Art,,white,North America,1960.0
R. Hornho,Dallas Museum of Art,,,Europe,
Victor Horta,Dallas Museum of Art,man,white,Europe,1860.0
Earl Horter,Dallas Museum of Art,man,white,North America,1880.0
Arnold Houbraken,Dallas Museum of Art,man,white,Europe,1660.0
Jean-Antoine Houdon,Dallas Museum of Art,man,white,Europe,1740.0
Sandria Hu,Dallas Museum of Art,woman,,North America,1950.0
Edith MostbA?ck Hubert,Dallas Museum of Art,woman,white,Europe,1900.0
Peter Hujar,Dallas Museum of Art,man,white,North America,1930.0
Bryan Hunt,Dallas Museum of Art,man,white,North America,1950.0
Robert Huot,Dallas Museum of Art,man,white,North America,1940.0
Clarke Hutton,Dallas Museum of Art,man,white,Europe,1900.0
Gerardus Duyckinck I,Dallas Museum of Art,man,white,,1700.0
Kirsti Ilvessalo,Dallas Museum of Art,woman,white,Europe,1920.0
Robert Indiana,Dallas Museum of Art,man,white,North America,1930.0
EugA?ne Isabey,Dallas Museum of Art,man,white,Europe,1800.0
Olowe of Ise,Dallas Museum of Art,man,black,Africa,1880.0
Taro Izumi,Dallas Museum of Art,,asian,Asia and the Pacific,1980.0
Hermann JA?nger,Dallas Museum of Art,man,white,Europe,1930.0
Bill Jacobson,Dallas Museum of Art,man,,North America,1960.0
Roland Jarvis,Dallas Museum of Art,man,white,,1930.0
Lucille Jeffries,Dallas Museum of Art,woman,white,North America,1900.0
Paul Jenkins,Dallas Museum of Art,man,white,North America,1920.0
Alfred Jensen,Dallas Museum of Art,man,hispanic,Latin America and the Caribbean,1900.0
David Jensen,Dallas Museum of Art,man,,North America,1950.0
Nils Johan,Dallas Museum of Art,man,white,Europe,1940.0
Patricia Johanson,Dallas Museum of Art,woman,white,North America,1940.0
Augustus John,Dallas Museum of Art,man,white,Europe,1880.0
Eastman Johnson,Dallas Museum of Art,man,white,North America,1820.0
Larry Johnson,Dallas Museum of Art,man,,,1960.0
Philip Johnson,Dallas Museum of Art,man,,North America,
Ynez Johnston,Dallas Museum of Art,woman,white,North America,1920.0
Allen Jones,Dallas Museum of Art,man,white,Europe,1940.0
Otis Jones,Dallas Museum of Art,man,white,North America,1950.0
Raymond Jonson,Dallas Museum of Art,man,white,North America,1890.0
Luis Alfonso Jimenez Jr.,Dallas Museum of Art,man,hispanic,,1940.0
"William Waldo Dodge, Jr.",Dallas Museum of Art,man,white,North America,1900.0
Wolf Kahn,Dallas Museum of Art,man,white,Europe,1930.0
Wyatt Kahn,Dallas Museum of Art,man,,North America,1980.0
Ben Kamihira,Dallas Museum of Art,man,asian,,1920.0
Kananginak,Dallas Museum of Art,man,other,North America,1940.0
Svatopluk KasalA?,Dallas Museum of Art,,white,Europe,
Misty Keasler,Dallas Museum of Art,woman,white,North America,1980.0
George Prentiss Kendrick,Dallas Museum of Art,man,white,North America,
Mel Kendrick,Dallas Museum of Art,man,white,North America,1950.0
Nikos Kessanlis,Dallas Museum of Art,man,white,Europe,1930.0
Beppe Kessler,Dallas Museum of Art,,white,Europe,1950.0
Alfred G. Kintz,Dallas Museum of Art,man,white,North America,1880.0
Torii Kiyonaga,Dallas Museum of Art,man,asian,Asia and the Pacific,1750.0
Torii Kiyonobu,Dallas Museum of Art,man,asian,Asia and the Pacific,1660.0
Dame Laura Knight,Dallas Museum of Art,woman,white,Europe,1880.0
Guitou Knoop,Dallas Museum of Art,,white,Europe,
Win Knowlton,Dallas Museum of Art,man,white,North America,1950.0
Friedrich Knupper,Dallas Museum of Art,man,white,,
